40714,1,E75,511,240,517,793,6,553,SIEWIERZ/PRZEJ?CIE/ ,44291,109,29277,4225,1391,9037,248,4,2,24,151
40701,1,E75,517,793,522,572,4,779,SIEWIERZ-WOJKOWICE ,52116,136,35564,4805,1686,9669,254,2,2,24,152
40705,1a,E75,0,0,2,592,2,592,WOJKOWICE-D?BROWA G?R. ,27736,76,18357,2703,898,5572,130,0,1,24,153
40601,S1,E75,529,729,534,833,5,104,D?BROWA G?R.-SULNO ,40195,108,28792,3848,1215,6072,160,0,3,24,154
40602,S1,E75,534,833,546,635,11,802,SULNO-JAWORZNO /DK 79/ ,34817,93,24589,3168,839,6033,95,0,2,24,155
40623,S1,E75,546,635,548,958,2,323,JAWORZNO /DK 79/-KOSZTOWY ,45776,115,33797,3832,1503,6394,135,0,0,24,156
40616,S1,E75/E462,548,958,565,65,16,107,KOSZTOWY-TYCHY ,19334,57,14164,1415,558,3082,55,3,1,24,157
40501,1,E75/E462,570,45,575,954,5,909,TYCHY-KOBI?R ,32713,122,24582,3081,1038,3738,150,2,4,24,158
40502,1,E75/E462,575,954,582,247,6,293,KOBI?R-PSZCZYNA /DW 935/ ,38827,167,29490,3898,1186,3921,157,8,4,24,159
40730,1,E75/E462,582,247,583,253,1,6,PSZCZYNA /DW 935/-PSZCZYNA /DW 931/ ,40892,178,31140,4491,785,4108,174,16,3,24,160
40503,1,E75/E462,583,253,584,746,1,493,PSZCZYNA /DW 931/-PSZCZYNA /DW 933/ (ul. M?czennik?w O?wi?cimskich) ,43134,197,33219,4081,1328,4097,191,21,12,24,161
40526,1,E75/E462,584,746,585,866,1,120,PSZCZYNA /DW 933/ (ul. M?czennik?w O?wi?cimskich)- PSZCZYNA /DW 933/ (ul. Bielska) ,40164,167,30066,4081,1240,4408,189,13,2,24,162
40504,1,E75/E462,585,866,590,176,4,310,PSZCZYNA DW933 /ul. Bielska/ -CZECHOWICE DZIEDZICE ,41346,187,31649,3753,1299,4252,190,16,8,24,163
40505,1,E75/E462,590,176,598,502,8,326,CZECHOWICE DZIEDZICE-BIELSKO-BIA?A ,37766,161,29173,3300,1076,3881,167,8,2,24,164
40528,S1,E75/E462,600,881,603,227,2,346,W?ZE? BIELSKO-BIA?A KOMOROWICE-W?ZE? BIELSKOBIA?A ANDERSA ,43238,127,34674,3621,1526,3150,139,1,0,24,165
40529,S1,E75/E462,603,227,606,95,2,868,W?ZE? BIELSKO-BIA?A ANDERSA -W?ZE? BIELSKOBIA?A WAPIENICA ,46341,138,38052,4054,984,2954,155,4,0,24,166
40530,S1,E75/E462,606,95,609,992,3,897,W?ZE? BIELSKO-BIA?A WAPIENICA-W?ZE? JASIENICA ,34493,107,27998,2825,744,2704,115,0,0,24,167
40531,S1,E75/E462,609,992,619,700,9,708,W?ZE? JASIENICA-W?ZE? SKOCZ?W ,26895,90,20831,2586,555,2719,114,0,0,24,168
